Reference_Genome	source	accession	mpspades_detection	megahit_detection
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_18886961	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_36075239	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_1285579	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_854268	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_1393512	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_48143756	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_2932509	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_1729760	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_50129853	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_38505739	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_47177469	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_1172597	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_974212	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_37551679	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_1300705	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_1736685	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_39894339	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_1120238	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_34999586	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_50_49674244	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_46355712	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_46773910	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_40_1253963	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_33689438	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_30_50299327	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_45409840	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_1257381	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_18745788	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_25_1545093	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_33874220	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_1400798	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_26446765	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_1545093	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_20_1173558	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_33874220	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_38574468	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_36130914	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_625369	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_1173558	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_1545093	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	de novo	mmseqs_5_47475942	undetected_genomad	undetected_genomad
RNODE_560_length_3911_cov_3.86563	de novo	mmseqs_20_544330	detected	detected
RNODE_560_length_3911_cov_3.86563	de novo	mmseqs_40_389106	detected	detected
RNODE_560_length_3911_cov_3.86563	de novo	mmseqs_5_1680041	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_30_32918578	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_30_326270	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_25_326270	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_25_43719057	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_20_1316375	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_5_326270	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_30_18664470	detected	detected
RNODE_283_length_5699_cov_25.39792	de novo	mmseqs_5_18663773	detected	detected
RNODE_585_length_3212_cov_16.01628	de novo	mmseqs_30_1707613	detected	detected
RNODE_585_length_3212_cov_16.01628	de novo	mmseqs_5_1707613	detected	detected
RNODE_48_length_3658_cov_14.59323	COG14_FUNCTION	COG1196	detected	detected
RNODE_48_length_3658_cov_14.59323	Pfam	PF01719.17	detected	detected
RNODE_48_length_3658_cov_14.59323	Pfam	PF01076.19	detected	detected
RNODE_107_length_1496_cov_161.33989	COG14_FUNCTION	COG1196	detected	detected
RNODE_107_length_1496_cov_161.33989	Pfam	PF01076.19	detected	detected
RNODE_497_length_1925_cov_6.51336	Pfam	PF05732.11	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_565_length_1563_cov_11.71995	Pfam	PF02486.19	undetected_genomad	undetected_genomad_plasx
RNODE_336_length_3563_cov_7.20249	COG14_FUNCTION	COG5527	undetected_genomad	undetected_genomad
RNODE_336_length_3563_cov_7.20249	Pfam	PF01051.21	undetected_genomad	undetected_genomad
RNODE_346_length_1757_cov_2.65187	COG14_FUNCTION	COG1193	undetected_genomad_plasx	undetected_genomad
RNODE_346_length_1757_cov_2.65187	Pfam	PF01076.19	undetected_genomad_plasx	undetected_genomad
RNODE_534_length_10183_cov_8.47628	COG14_FUNCTION	COG1002	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	COG14_FUNCTION	COG1192	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	COG14_FUNCTION	COG1961	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF11300.8	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF13614.6	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF01656.23	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF06564.12	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF09140.11	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF07508.13	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF00239.21	undetected_genomad	undetected_genomad
RNODE_534_length_10183_cov_8.47628	Pfam	PF04796.12	undetected_genomad	undetected_genomad
RNODE_415_length_2147_cov_6.45506	COG14_FUNCTION	COG5527	undetected_genomad_plasx	undetected_genomad
RNODE_415_length_2147_cov_6.45506	COG14_FUNCTION	COG5527	undetected_genomad_plasx	undetected_genomad
RNODE_415_length_2147_cov_6.45506	Pfam	PF01051.21	undetected_genomad_plasx	undetected_genomad
RNODE_415_length_2147_cov_6.45506	Pfam	PF01051.21	undetected_genomad_plasx	undetected_genomad
RNODE_320_length_4859_cov_4.38495	COG14_FUNCTION	COG1192	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	COG14_FUNCTION	COG1961	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	Pfam	PF07508.13	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	Pfam	PF00239.21	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	Pfam	PF13614.6	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	Pfam	PF01656.23	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	Pfam	PF09140.11	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	Pfam	PF10609.9	undetected_genomad	undetected_genomad
RNODE_320_length_4859_cov_4.38495	Pfam	PF07015.11	undetected_genomad	undetected_genomad
RNODE_307_length_2104_cov_13.21902	Pfam	PF05732.11	undetected_genomad	undetected_genomad
RNODE_307_length_2104_cov_13.21902	Pfam	PF13412.6	undetected_genomad	undetected_genomad
RNODE_307_length_2104_cov_13.21902	Pfam	PF05732.11	undetected_genomad	undetected_genomad
RNODE_139_length_3589_cov_11.15335	COG14_FUNCTION	COG3206	undetected_genomad	undetected_genomad
RNODE_139_length_3589_cov_11.15335	Pfam	PF01076.19	undetected_genomad	undetected_genomad
RNODE_139_length_3589_cov_11.15335	Pfam	PF13412.6	undetected_genomad	undetected_genomad
RNODE_139_length_3589_cov_11.15335	Pfam	PF05732.11	undetected_genomad	undetected_genomad
RNODE_94_length_3002_cov_6.48725	COG14_FUNCTION	COG5527	detected	detected
RNODE_94_length_3002_cov_6.48725	Pfam	PF01051.21	detected	detected
RNODE_355_length_1663_cov_6.12066	COG14_FUNCTION	COG2946	undetected_genomad_plasx	undetected_genomad
RNODE_355_length_1663_cov_6.12066	Pfam	PF02486.19	undetected_genomad_plasx	undetected_genomad
RNODE_411_length_4317_cov_4.49267	COG14_FUNCTION	COG5527	detected	detected
RNODE_411_length_4317_cov_4.49267	COG14_FUNCTION	COG0439!!!COG0507	detected	detected
RNODE_411_length_4317_cov_4.49267	COG14_FUNCTION	COG3041	detected	detected
RNODE_411_length_4317_cov_4.49267	COG14_FUNCTION	COG3077	detected	detected
RNODE_411_length_4317_cov_4.49267	COG14_FUNCTION	COG3636	detected	detected
RNODE_411_length_4317_cov_4.49267	COG14_FUNCTION	COG5527	detected	detected
RNODE_411_length_4317_cov_4.49267	Pfam	PF05016.15	detected	detected
RNODE_411_length_4317_cov_4.49267	Pfam	PF15738.5	detected	detected
RNODE_411_length_4317_cov_4.49267	Pfam	PF04221.12	detected	detected
RNODE_411_length_4317_cov_4.49267	Pfam	PF03389.15	detected	detected
RNODE_411_length_4317_cov_4.49267	Pfam	PF01051.21	detected	detected
RNODE_498_length_2044_cov_7.98216	COG14_FUNCTION	COG5527	undetected_genomad	undetected_genomad
RNODE_498_length_2044_cov_7.98216	Pfam	PF01051.21	undetected_genomad	undetected_genomad
RNODE_560_length_3911_cov_3.86563	COG14_FUNCTION	COG0439!!!COG0507	detected	detected
RNODE_560_length_3911_cov_3.86563	Pfam	PF03389.15	detected	detected
RNODE_576_length_3043_cov_26.79081	COG14_FUNCTION	COG5527	detected	detected
RNODE_576_length_3043_cov_26.79081	COG14_FUNCTION	COG2026	detected	detected
RNODE_576_length_3043_cov_26.79081	COG14_FUNCTION	COG4710	detected	detected
RNODE_576_length_3043_cov_26.79081	Pfam	PF05016.15	detected	detected
RNODE_576_length_3043_cov_26.79081	Pfam	PF01051.21	detected	detected
RNODE_562_length_2033_cov_5.34232	COG14_FUNCTION	COG5527	undetected_genomad	undetected_genomad
RNODE_562_length_2033_cov_5.34232	Pfam	PF01051.21	undetected_genomad	undetected_genomad
RNODE_322_length_4175_cov_18.22923	COG14_FUNCTION	COG1192	detected	detected
RNODE_322_length_4175_cov_18.22923	COG14_FUNCTION	COG0358	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF13614.6	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF01656.23	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF06564.12	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF09140.11	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF10609.9	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF07015.11	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF13154.6	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF01076.19	detected	detected
RNODE_322_length_4175_cov_18.22923	Pfam	PF13155.6	detected	detected
RNODE_251_length_2763_cov_28.99562	COG14_FUNCTION	COG1192	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	Pfam	PF13614.6	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	Pfam	PF02374.15	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	Pfam	PF01656.23	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	Pfam	PF06564.12	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	Pfam	PF09140.11	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	Pfam	PF10609.9	undetected_genomad	undetected_genomad
RNODE_251_length_2763_cov_28.99562	Pfam	PF01446.17	undetected_genomad	undetected_genomad
RNODE_93_length_1501_cov_3.34415	Pfam	PF02486.19	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_225_length_25884_cov_6.69550	COG14_FUNCTION	COG1787	detected	detected
RNODE_225_length_25884_cov_6.69550	COG14_FUNCTION	COG1961	detected	detected
RNODE_225_length_25884_cov_6.69550	COG14_FUNCTION	COG0827	detected	detected
RNODE_225_length_25884_cov_6.69550	COG14_FUNCTION	COG3843	detected	detected
RNODE_225_length_25884_cov_6.69550	COG14_FUNCTION	COG3505	detected	detected
RNODE_225_length_25884_cov_6.69550	COG14_FUNCTION	COG1192	detected	detected
RNODE_225_length_25884_cov_6.69550	COG14_FUNCTION	COG4227	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF05713.11	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF02796.15	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF00239.21	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF04471.12	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF13847.6	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF05175.14	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF02384.16	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF02534.14	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF12696.7	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF10412.9	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF03432.14	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF13614.6	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF01656.23	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF06564.12	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF08401.11	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF09140.11	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF18818.1	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF10609.9	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF03118.15	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF00448.22	detected	detected
RNODE_225_length_25884_cov_6.69550	Pfam	PF07015.11	detected	detected
RNODE_254_length_2341_cov_33.31005	COG14_FUNCTION	COG2946	detected	detected
RNODE_479_length_5023_cov_17.63107	COG14_FUNCTION	COG3514	detected	detected
RNODE_479_length_5023_cov_17.63107	COG14_FUNCTION	COG2929	detected	detected
RNODE_479_length_5023_cov_17.63107	COG14_FUNCTION	COG5527	detected	detected
RNODE_479_length_5023_cov_17.63107	COG14_FUNCTION	COG0640	detected	detected
RNODE_479_length_5023_cov_17.63107	COG14_FUNCTION	COG1230!!!COG2608	detected	detected
RNODE_479_length_5023_cov_17.63107	COG14_FUNCTION	COG0597	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF14384.6	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF04365.13	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF12840.7	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF01022.20	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF09339.10	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF12802.7	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF01051.21	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF01252.18	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF01545.21	detected	detected
RNODE_479_length_5023_cov_17.63107	Pfam	PF00403.26	detected	detected
RNODE_468_length_1541_cov_8.66960	Pfam	PF02486.19	undetected_genomad	undetected_genomad
RNODE_551_length_4193_cov_74.72016	Pfam	PF13545.6	undetected_genomad	undetected_genomad
RNODE_551_length_4193_cov_74.72016	Pfam	PF05732.11	undetected_genomad	undetected_genomad
RNODE_513_length_2330_cov_8.01964	Pfam	PF02486.19	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_125_length_3363_cov_4.82640	COG14_FUNCTION	COG1196	detected	detected
RNODE_125_length_3363_cov_4.82640	Pfam	PF01076.19	detected	detected
RNODE_125_length_3363_cov_4.82640	Pfam	PF01446.17	detected	detected
RNODE_279_length_3658_cov_27.56711	COG14_FUNCTION	COG5527	detected	detected
RNODE_279_length_3658_cov_27.56711	COG14_FUNCTION	COG0439!!!COG0507	detected	detected
RNODE_279_length_3658_cov_27.56711	Pfam	PF03389.15	detected	detected
RNODE_279_length_3658_cov_27.56711	Pfam	PF01051.21	detected	detected
RNODE_205_length_1591_cov_9.63735	COG14_FUNCTION	COG2946	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_205_length_1591_cov_9.63735	Pfam	PF02486.19	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_563_length_5038_cov_7.26694	COG14_FUNCTION	COG2197	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF08279.12	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF13384.6	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF13412.6	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF01381.22	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF13936.6	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF02796.15	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF13404.6	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF13411.6	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF08281.12	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF00440.23	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF05713.11	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF03432.14	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF08708.11	detected	detected
RNODE_563_length_5038_cov_7.26694	Pfam	PF03090.17	detected	detected
RNODE_308_length_1875_cov_5.96654	Pfam	PF02486.19	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_428_length_4686_cov_43.92415	COG14_FUNCTION	COG1196	detected	detected
RNODE_428_length_4686_cov_43.92415	COG14_FUNCTION	COG3041	detected	detected
RNODE_428_length_4686_cov_43.92415	COG14_FUNCTION	COG3077	detected	detected
RNODE_428_length_4686_cov_43.92415	Pfam	PF04221.12	detected	detected
RNODE_428_length_4686_cov_43.92415	Pfam	PF05016.15	detected	detected
RNODE_428_length_4686_cov_43.92415	Pfam	PF15738.5	detected	detected
RNODE_428_length_4686_cov_43.92415	Pfam	PF01446.17	detected	detected
RNODE_428_length_4686_cov_43.92415	Pfam	PF01076.19	detected	detected
RNODE_455_length_4124_cov_9.17267	COG14_FUNCTION	COG1675	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	COG14_FUNCTION	COG5527	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	Pfam	PF11726.8	undetected_genomad	undetected_genomad
RNODE_455_length_4124_cov_9.17267	Pfam	PF01051.21	undetected_genomad	undetected_genomad
RNODE_362_length_3387_cov_8.21902	COG14_FUNCTION	COG5655	detected	detected
RNODE_362_length_3387_cov_8.21902	Pfam	PF07872.11	detected	detected
RNODE_362_length_3387_cov_8.21902	Pfam	PF12841.7	detected	detected
RNODE_362_length_3387_cov_8.21902	Pfam	PF01446.17	detected	detected
RNODE_362_length_3387_cov_8.21902	Pfam	PF11148.8	detected	detected
RNODE_444_length_4937_cov_48.00188	COG14_FUNCTION	COG1961	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	COG14_FUNCTION	COG5534	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	COG14_FUNCTION	COG1961	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	Pfam	PF13701.6	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	Pfam	PF07508.13	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	Pfam	PF00239.21	undetected_genomad	undetected_genomad
RNODE_444_length_4937_cov_48.00188	Pfam	PF10134.9	undetected_genomad	undetected_genomad
RNODE_235_length_2608_cov_55.03480	COG14_FUNCTION	COG0439!!!COG0507	detected	detected
RNODE_235_length_2608_cov_55.03480	Pfam	PF03389.15	detected	detected
RNODE_235_length_2608_cov_55.03480	Pfam	PF01325.19	detected	detected
RNODE_235_length_2608_cov_55.03480	Pfam	PF13412.6	detected	detected
RNODE_235_length_2608_cov_55.03480	Pfam	PF01022.20	detected	detected
RNODE_235_length_2608_cov_55.03480	Pfam	PF01047.22	detected	detected
RNODE_235_length_2608_cov_55.03480	Pfam	PF12802.7	detected	detected
RNODE_487_length_5196_cov_22.71473	COG14_FUNCTION	COG3206	detected	detected
RNODE_487_length_5196_cov_22.71473	Pfam	PF01076.19	detected	detected
RNODE_277_length_1592_cov_15.82548	COG14_FUNCTION	COG2946	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_277_length_1592_cov_15.82548	Pfam	PF02486.19	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_537_length_3389_cov_22.49108	COG14_FUNCTION	COG0358	detected	detected
RNODE_537_length_3389_cov_22.49108	Pfam	PF13154.6	detected	detected
RNODE_537_length_3389_cov_22.49108	Pfam	PF13155.6	detected	detected
RNODE_537_length_3389_cov_22.49108	Pfam	PF01076.19	detected	detected
RNODE_537_length_3389_cov_22.49108	Pfam	PF13730.6	detected	detected
RNODE_537_length_3389_cov_22.49108	Pfam	PF05732.11	detected	detected
RNODE_400_length_5708_cov_9.81991	COG14_FUNCTION	COG4969	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	COG14_FUNCTION	COG5527	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	COG14_FUNCTION	COG2801	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	COG14_FUNCTION	COG5527	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	Pfam	PF01051.21	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	Pfam	PF01051.21	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	Pfam	PF07963.12	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	Pfam	PF00114.19	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	Pfam	PF00665.26	undetected_genomad	undetected_genomad
RNODE_400_length_5708_cov_9.81991	Pfam	PF13683.6	undetected_genomad	undetected_genomad
RNODE_193_length_1789_cov_7.19864	COG14_FUNCTION	COG5655	detected	detected
RNODE_193_length_1789_cov_7.19864	COG14_FUNCTION	COG5655	detected	detected
RNODE_193_length_1789_cov_7.19864	Pfam	PF01446.17	detected	detected
RNODE_193_length_1789_cov_7.19864	Pfam	PF01446.17	detected	detected
RNODE_5_length_4125_cov_14.53571	COG14_FUNCTION	COG5655	detected	detected
RNODE_5_length_4125_cov_14.53571	Pfam	PF01446.17	detected	detected
RNODE_509_length_6803_cov_457.59293	COG14_FUNCTION	COG1846	detected	detected
RNODE_509_length_6803_cov_457.59293	COG14_FUNCTION	COG4372	detected	detected
RNODE_509_length_6803_cov_457.59293	COG14_FUNCTION	COG3093	detected	detected
RNODE_509_length_6803_cov_457.59293	COG14_FUNCTION	COG3549	detected	detected
RNODE_509_length_6803_cov_457.59293	COG14_FUNCTION	COG3831	detected	detected
RNODE_509_length_6803_cov_457.59293	COG14_FUNCTION	COG2427	detected	detected
RNODE_509_length_6803_cov_457.59293	COG14_FUNCTION	COG0446	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF05406.15	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF04218.13	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF01381.22	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF05015.13	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF12728.7	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF07992.14	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF10387.9	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF07849.11	detected	detected
RNODE_509_length_6803_cov_457.59293	Pfam	PF01076.19	detected	detected
RNODE_283_length_5699_cov_25.39792	COG14_FUNCTION	COG5534	detected	detected
RNODE_283_length_5699_cov_25.39792	Pfam	PF11740.8	detected	detected
RNODE_283_length_5699_cov_25.39792	Pfam	PF10134.9	detected	detected
RNODE_283_length_5699_cov_25.39792	Pfam	PF03432.14	detected	detected
RNODE_283_length_5699_cov_25.39792	Pfam	PF05713.11	detected	detected
RNODE_309_length_1659_cov_3.16188	Pfam	PF00392.21	detected	detected
RNODE_309_length_1659_cov_3.16188	Pfam	PF08279.12	detected	detected
RNODE_309_length_1659_cov_3.16188	Pfam	PF13412.6	detected	detected
RNODE_309_length_1659_cov_3.16188	Pfam	PF13730.6	detected	detected
RNODE_309_length_1659_cov_3.16188	Pfam	PF13545.6	detected	detected
RNODE_309_length_1659_cov_3.16188	Pfam	PF05732.11	detected	detected
RNODE_156_length_3948_cov_63.43887	COG14_FUNCTION	COG0507	detected	detected
RNODE_156_length_3948_cov_63.43887	Pfam	PF01446.17	detected	detected
RNODE_156_length_3948_cov_63.43887	Pfam	PF03389.15	detected	detected
RNODE_171_length_3474_cov_9.39716	COG14_FUNCTION	COG2026	detected	detected
RNODE_171_length_3474_cov_9.39716	COG14_FUNCTION	COG1196	detected	detected
RNODE_171_length_3474_cov_9.39716	Pfam	PF01076.19	detected	detected
RNODE_171_length_3474_cov_9.39716	Pfam	PF01402.21	detected	detected
RNODE_171_length_3474_cov_9.39716	Pfam	PF05016.15	detected	detected
RNODE_171_length_3474_cov_9.39716	Pfam	PF01076.19	detected	detected
RNODE_583_length_3095_cov_44.70980	Pfam	PF02486.19	undetected_genomad_plasx	undetected_genomad_plasx
RNODE_584_length_2761_cov_46.10439	COG14_FUNCTION	COG1196	detected	detected
RNODE_584_length_2761_cov_46.10439	Pfam	PF01076.19	detected	detected
RNODE_243_length_1453_cov_2.63382	Pfam	PF05732.11	detected	detected
RNODE_98_length_2627_cov_21.08829	Pfam	PF08279.12	detected	detected
RNODE_98_length_2627_cov_21.08829	Pfam	PF13412.6	detected	detected
RNODE_98_length_2627_cov_21.08829	Pfam	PF13730.6	detected	detected
RNODE_98_length_2627_cov_21.08829	Pfam	PF05732.11	detected	detected
